,title,author,tags,summary,words,chapters,comment,kudos,bookmarks,hits
2413,and i feel love in this grocery store tonight,thealienmeme,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","aziraphale works at a grocery store. crowley is an annoying regular. feelings happen, a date is had, and aziraphale finds out that crowley is more than just an obnoxious couponer.",2678.0,1,21,232,19,902
2414,Pointe Towards a Brighter Future,LTRisBACK,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale, prince of the city-state of Haven, has been disappearing at night for some time.  His brother, the Prince Regent Gabriel, is tired of this and determined to see his youngest brother properly married and settled down.  He makes a proclamation that whoever can discover Aziraphale's secret will win his hand in marriage.",37031.0,7,80,232,18,2320
2415,Heaven Sent (Mad),Scree_Kat,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)', 'Harry Potter - J. K. Rowling']","They'd all assumed Beelzebub was lying. Why wouldn't they? Ineffable adoptees?Ridiculous. Impossible.The very idea that Aziraphale and his pet demon had gone full mortal and adopted a brat beggared belief. But when Sandalphon stumbles upon some rather compelling evidence to the contrary, a once in a lifetime opportunity presents itself. Why shouldn't he take advantage?Revenge shouldn’t be this difficult, surely?",6520.0,3,20,232,50,1960
2416,A Spoonful Of Sweetness,Sodium_Azide,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Most angels, if they appear to mortals at all, do so in terrifying glory. One principality in particular prefers to be comforting to his humans, even if that means that his favorite demon will laugh himself sick at the sight of him.",1597.0,1,69,232,29,1416
2417,Purple and Green,Thestarlitrose,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Warlock's soulmate makes himself known after a particularly bad injury.Ezra comforts Warlock as his mother once comforted him.,2384.0,1,19,232,8,1603
2418,A Certain Shade of Green,AppleSharon,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Six weeks ago to the day, after another long day at work, a few too many fingers of whiskey rather than supper, and a sudden, maniac urge to create, Crowley had found himself in some less-than-savoury corners of the internet under the guise of looking for life-drawing inspiration.Instead he had discovered an angel.Aziraphale stumbles into becoming a popular, sex-positive porn streamer and Crowley stumbles into becoming his most dedicated fan. Eventual romance and relationship.Human AU written forthis Good Omens kinkmeme prompttitled ""Aziraphale the porn streamer and Crowley the fan.""",9884.0,6,123,232,35,3266
2419,Redemption,BoundLight,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",After the apocalypse God pays a visit to Crowley and Aziraphale.,7016.0,1,18,232,45,1693
2420,A Pair of Star-Cross’d Lovers,Libbyfay,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","They attend the opening performance of Romeo and Juliet, and it hits a little too close to home.--It all starts out so innocently, “palm to palm” in the first act.  Then, it’s nothing but a torturous, slow descent toward heartbreak and oblivion.  Aziraphale could see the writing on the wall, and he refused the fate which was playing out before them.  Unfortunately, Crowley wasn’t going to understand, and simply could not be trusted to keep himself in check.  The soft-hearted demon sniffling at his side was nothing but a liability.  It was all going to be up to him.",2879.0,1,69,232,37,1376
2421,Heaven Bound Again,Miss_Amby,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","To say that Crowley was confused would be an understatement.  One minute he was curled around his angel and the next he was back in Heaven, before everything went to well, Hell.Aziraphale was equally confused as to what was going on as well.(Will hopefully be updating on Sundays)",8773.0,11,49,232,30,2825
2422,Of Good Books & Black Omens,D20Owlbear,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)', 'Black Books (TV)']","Aziraphale encounters the only bookseller in London with a worse reputation than his. Navigating the difficult path between friendship and a transactional relationship, Aziraphale and Bernard work out whether they have more in common than not. Crowley feels ignored and jealous. Manny is also there.Your authors today are: D20Owlbear, Lurlur, Samvelg, and WyvernQuill.",11190.0,1,51,232,49,2106
2423,A New Form of Commerce,wordstrings,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley has a lousy night, and Aziraphale shows up with something new to taste.  Rampant h/c fluff, no sex yet, this timeline is the real world's timeline, I can't buy the six thousand years business if I'm doing a history of food, my apologies and kisses.  Also this is a birthday present for withoutawish.",2783.0,1,19,232,12,1307
2424,Let Me Be That I Am (And Seek Not To Alter Me),southdownsraph,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Ezra is studying literature, and sitting in on a psychology module to inform his dissertation. Crowley is a psychology student, and Ezra can't help but notice him in their shared classes.It doesn't take them long to become firm friends, but with plenty of insecurities, issues, and baggage on both sides, can they manage to turn their friendship into something else?",45963.0,11,362,232,36,3175
2425,"A Kiss for the Road, My Darling",SleepySelfLoathing,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Less than six months after the bombed out church, Aziraphale is being harassed by Nazis again. Only this time, when Crowley comes to help, Aziraphale is forced to confront what he realised that night when Crowley handed him his briefcase.More specifically, Aziraphale must confront the fact that he is in love.",2653.0,1,17,232,39,1176
2426,Hereditary Enemies - The Danger Within,A_J_Crowley,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","When a nightmarish vision throws doubt over Crowley's ability to control his demonic instincts, he is forced to come to terms with the horrors of his true nature. That is, until an unexpected knock on his door in the middle of the night brings his entire reality into question.Frightened and isolated, Crowley must seek comfort in the only soul he can trust. An angel he sought to kill within the monsterous illusions of his deams. Aziraphale.Now, trapped in the dark void of his own withering mind, will Crowley's hellish instincts prove too great to overcome? Or will an angel's undying love provide the key to his salvation?",3988.0,1,25,232,33,2581
2427,Killing Me Softly,QuickSilverFox3,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley is hiding a secret from Aziraphale, one he hopes the angel never finds out.",100.0,1,12,232,11,2770
2428,A Moment Longer,abblepie,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“Oh, come now,” Crawly purred. “That’s hardly enough of a look.” Feeling emboldened by the angel’s general lack of smiting, he elbowed him gently. It earned him a surprised but not entirely unpleasant look. “Have you been down there yourself?”“Er, briefly, yes,” Aziraphale admitted. “To give the humans… well.” He made a little motion with his right hand, flattening the palm and moving it up and down. Crawly raised an eyebrow in confusion. Aziraphale sighed. He glanced up, then back down, and quickly whispered, “The sword.”“Ah,” Crawly said, as though he’d already forgotten. (He certainly hadn’t.) “Well, that was for business, not pleasure.” Aziraphale shot him a confused look out of the corner of his eye. Crawly didn’t really blame him. Business wasn’t a thing yet, after all, but Crawly was already cooking up some particularly devious ideas involving stocks and the crashing thereof.For thousands of years, a demon has been falling in love with an angel. In the moments between scenes, he learns to trust it.",6933.0,3,39,232,33,2210
2429,What's in a Name?,DDreadful,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley and Aziraphale always ended up together. Before the Fall it felt like a blessing, afterwards Crowley was sure it was punishment. They had developed a fragile friendship over the millennia, but with Aziraphale's memories blocked and Heaven and Hell unable to let go of the past will the two ever be able to take the next step?Contains some major character discorporation, but no real death.",36668.0,25,95,232,51,3011
2430,Ineffable Dads,Autumn_R_Rivers,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale doesn't see many children in his dusty old shop, so when one wanders in on her own looking for a book, how can he turn her down? Sure, it's a little odd, but he's not one to judge. That's for the almighty afterall. Crowley on the other hand, is pretty sure something fishy is going on.A.k.a: Ineffable husbands find a kid in desparate need of good parenting. They do their best.",3409.0,3,37,232,24,1988
2431,The Nice And Accurate Pregnancy Of Zira Fell,Captainrogerthat,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']",Aziraphale becomes pregnant with baby #2.,7360.0,6,19,232,13,4572
2432,The faintest scent of a cactus flower,Bookish_penguin,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale is a troll, and Crowley adopts way too many succulents (that he can’t yell at). A plant revolution ensues. They nearly succeed if not for the divine wrath of an angel, and Crowley is reminded time and time again why he fell (in deep, deep love) in the first place.",4196.0,1,19,232,43,1145
2433,In the Heat of the Moment,LCwrites,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Unable to get a refill of his suppressants, Aziraphale flees his home in the hope of finding help somewhere else.Unfortunately he did not expect his heat being that close already, nor that it would start while he is stuck on a train.***Written for the Kinktober 22 Dead Dove Chapter prompt Chikan + a/b/o",7057.0,1,54,231,22,1497
2434,The Pumpkin Patch,AppleSeeds,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale visits a pumpkin patch and meets Crowley, a farmer with a fondness for cheesy seasonal pick-up lines. After a while, he starts to get the impression that Crowley might actually be flirting with him, and tries to work up the courage to reciprocate.",6582.0,1,83,231,21,887
2435,In Bed With The Devil,Twilightcitysky,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Heaven, after careful consideration, sends the Archangel Michael to collect the last of Aziraphale's celestial technology. Their most seasoned and decorated officer shouldn't have anything to fear from a single disgraced Principality... right?They may have underestimated the fury of an angel interrupted during his leisure time.",1213.0,1,60,231,17,920
2436,The Pear of Pleasure,nikkiscarlet,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Written for Kinks for Kindness Vol. 3: Danger & Debauchery (Book 2: Modern Mayhem), with art by tabbystardust:Back in the 17th century, Crowley learned a little something interesting about Aziraphale’s tastes and curiosities, which he’d quietly filed away for later. In the 21st century, a little discovery while helping Aziraphale attempt to declutter the bookshop inspires Crowley to finally bring one of Aziraphale’s more eccentric fantasies to life. While the demon delights in playing the villain for Aziraphale’s pleasure, seeing his angel in distress may just bring out the dashing hero in him at the end of the day.",9998.0,1,26,231,34,3049
2437,Ineffable Meetings,BourbonAndBees (sweet_disposition),"['Supernatural', 'Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Written for Suptober day 10- CrossoverCastiel learns about another rebellious angel who might help him understand what Naomi meant when she said he had a crack in his chassis. Unfortunately for Dean who hates flying, this angel lives in London. Dean and Castiel travel to A.Z. Fell and Co books to meet Aziraphale, an angel who loves humanity, antique books, and a demon with a scarily familiar name, Crowley. An ineffable meeting ensues with books, tea, classic rock, and classic cars.",2858.0,1,2,231,26,2616
2438,Give it a Shot,walking_contradiction42,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","When Aziraphale, prince of Tadfield, gets captured by the famous outlaw Crowley he can only think of escape. But soon he discovers that Crowley and his merry people are much different from the stories told about them.Crowley absolutely despises all royals and the stupid inhuman taxes that are causing the people to live in misery. But he can’t help but feel intrigued by Aziraphale, who seems so different to what he expected. Okay and maybe he has the tiniest bit of a crush on him.Or: The Robin Hood AU that nobody (except me) needed.",40919.0,15,156,231,30,4038
2439,Heaven's Tartan Ink,rapunzel713,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley wants to get a cover-up tattoo, and finds an artist that appeals to him. Turns out Aziraphale appeals to him in more ways than one.",31034.0,9,276,231,43,4040
2440,Beauty is in the Ear of the Listener,Sani86,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Aziraphale would always remember the first time he heard the music, tendrils of song winding through the night air like a droplet of ink spilled into water, gently reaching out, probing, spreading until it seemed to fill the entire world.He followed its beckoning call.[Human AU]",6566.0,1,71,231,47,1153
2441,Yours for the taking,Mraowface,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",All Crowley wants is to steal this one book and get on with his life.  But a terrifyingly angelic bookshop owner has other ideas...,16022.0,16,173,231,38,3734
2442,In Chains,MrsMoosie,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","When Azrael has a special request, Raphael is forced from his comfort zone and into a whole new mindset. And corset...",5282.0,2,11,231,26,2576
2443,The Heart Holds a Seed,wordstrings,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Crawly's first friend on Planet Earth was Aziraphale--but his second, in Jerusalem of 1231 BC after a heartbreaking fight with the angel, was a houseplant.",19438.0,4,111,231,48,2739
2444,Pleasure Bound In Rome,SparkleInTheStars,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","In the wake of an evening of oysters and blurred lines, Aziraphale encounters Crowley at an orgy and asks the demon to blur those lines further.  Crowley ties Aziraphale up and they take their attraction to the next level.",1436.0,1,8,231,19,2620
2445,Say It With Chocolates,Marbled Wings (MarbledWings),"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","It's been over two hundred years since Crowley last attempted to tell Aziraphale he loved him with a box of chocolates and very low expectations. They've saved the world and created their own since then, and Crowley might just be brave enough to try again.",4383.0,1,26,231,24,1261
2446,A Tale of Treachery and Trust,erinacea,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","When Hastur confronts Crowley with the fact that he knows about his frequent interactions with Aziraphale, Crowley scrambles to come up with a convincing cover story.",5429.0,1,16,231,19,2024
2447,Initiate,terryreviews,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","It had been weeks since you'd made love to Ezira, even longer since you'd been with Anthony. They seemed to be keeping their distance in that regard. Perhaps it was time you initiated?",11140.0,7,60,231,13,4465
2448,Might Be Nice,stitch_witch_82,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley really enjoys flirting and teasing over dinner at the Ritz, but back at Aziraphale's bookshop later that night, he realizes he may have bitten off more than he can chew, nudge nudge wink wink.Follow-up to ""May I?""",6444.0,1,7,231,21,2701
2449,Dance With Me,hope_in_the_dark,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Dancing. That’s it, really.",882.0,1,45,231,8,1607
2450,Such Stuff as Dreams,ShortInsomniac98,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","The night of the baby swap, Crowley is too drunk to drive, so he stays the night in the bookshop, opting to sleep on the sofa in Aziraphale's back room. Aaaand Aziraphale accidentally witnesses Crowley having a wet dream.",542.0,1,5,231,13,1896
2451,Something Precious,urgentstar,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Aziraphale remembers everything, particularly how he wasn’t supposed to admire such a heinous creature, but then-Crawly wasn’t heinous at all, just chatty and friendly. He looked so inoffensive, gentle even, deserving of love as much as any of God’s creations. And Aziraphale had an angelic supply of love, he could spend a small bit with Crowley.* * *Crowley and Aziraphale's first time, right after the Apocalypse That Wasn't",4760.0,1,10,231,22,2145
2452,Everything Has Its Place,phantomhivemast3r,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","In which Crowley naps, Aziraphale tries to be smooth, and they are both very much in love.",876.0,1,7,231,15,1356
2453,You'll Succumb,IHidMyFaceFromYouNoMore,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Crowley bets that Aziraphale can't go very long resisting his temptations. Aziraphale accepts the challenge.,1936.0,1,13,231,20,3984
2454,Mistakes Were Made: The Epic of Gilgamesh,eag,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Almost five thousand years ago in ancient Mesopotamia, Aziraphale and Crowley (or rather, Crawley) manage to get themselves mixed up in a series of events that would later be called The Epic of Gilgamesh.  To complete his Heaven-sent mission, and civilize a wild man named Enkidu, Aziraphale must escort Crawley on a long journey into the wilderness.  And maybe also introduce Crawley to dining out and human food.  At the same time, to complete his Hell-sent mission and civilize the same wild man, Crawley has to be escorted by Aziraphale on a long journey into the wilderness.  And also maybe to have some strong new feelings that the demon had never had before...Of course, mistakes were made...This is for everyone who wanted more adventures of Aziraphale and Crowley throughout time and history, and especially those who want more adventures that cross into mythology.",15463.0,13,181,231,32,2556
2455,Linguistic Evolution,TheScholarlyStrumpet (equipoise),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Aziraphale tries learning some of the new vernacular and Crowley can’t bring himself to mind the result. (humor/fluff),1493.0,1,42,231,15,976
2456,"For Sale: Baby's Crib, Never Used",ShenanigansEnsue,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Aziraphale and Crowley get a crib for Isabelle.,1512.0,1,6,231,4,1759
2457,Seven Seas Of Rhye,orphan_account,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","As has been previously demonstrated, the universe isn’t completely evil at all times. It has been gracious enough to gift them several nights of peace, happy times and the smell of tea and pine needles and old books.This is the last night that the grace is being extended - for tonight, the universe grasps its great fingers against its chess board, the same fingers that have been collecting dust out of boredom for at least a few days now. As they begin their game again, they move a few things to the left.(A sequel.)(DISCONTINUED.)",17156.0,11,81,231,27,3107
2458,"Look at the stars, see how they shine for you",DarkmoonSigel,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",A little something sweet and sad.Not too sad though.,1167.0,1,14,231,27,992
2459,How could I be scared near you?,EverTurningVinyl,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley manages to tempt Aziraphale to attend Live-aid in the 1980s, with rather unexpected results.",3000.0,1,15,231,23,2260
2460,The Beauty of a Broken Angel,CaseNumber825,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","The Apocalypse has been averted and the Earth has calmed down once more. Now Aziraphale and Crowley can be left in peace to do what they've been doing for over six millennia. Right?Except Heaven isn't quite as lenient on Aziraphale as he'd hoped, and Hell has more than a few choice words to say to Crowley.So when Heaven's idea of punishment gives Hell ample opportunity to get back at their own wayward demon, Crowley has to put aside his own feelings and partner up with his least favourite archangel.It's Hurt/Comfort, it's Angst, it's ever-so-slightly comedic (maybe? I'm no Neilman or Sir Terry)(Rating and Warnings subject to change)",22143.0,5,36,231,51,4148
2461,Getting to Know You,Dannye Chase (HolyCatsAndRabbits),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","At three a.m., Anthony Crowley, a bartender just off his shift, was interrupted in his half-awake perusal of a Golden Girls episode by a knock on the door of his flat. Crowley dragged himself up off the couch and opened the door to find his attractive blond neighbor with the weird name standing in the hall in a pair of brown tartan pajamas.“Hello,” the man said. “Could I ask you a question?”Crowley would have shut the door in his face, honestly, if the man wasn’t so ridiculously hot even in pajamas with his blond curls mussed. Especially in pajamas with his curls mussed. Crowley didn’t know his neighbor well, just to say hi in the hallway, and not even by his actual name, because it was some strange name Crowley hadn’t properly caught the first time. But, like a miracle, here he was at the door of Crowley’s flat in the middle of the night, probably needing to ask if the heat was out or if Crowley could spare some common household good like a screwdriver or a flashlight.“Sure,” Crowley said.The man smiled at him. “I don’t suppose that you are ever, occasionally, a giant snake?”",2661.0,2,104,230,18,639
2462,Tightrope,SparkKeyper,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","The world after the Apocalypse was, no contest, the best thing that had ever happened to Crowley. And he was determined to keep it no matter what.It was like a static buzz in the back of his head, constant and inescapable:Tread the line carefully, don't slip. Don't slip.Don't destroy everything.--------------Or, Crowley is wound tight after the last eleven years. Aziraphale offers a hug, but it's going to take a long time for Crowley to truly unwind. Fortunately Aziraphale is patient.",1298.0,1,25,230,38,871
2463,The Golden Chain,CygnusMori,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley's life has become an infinite monotony that offers the omega shelter where he lives, plagued by nightmares and the shame of a past he wants to forget. Except the only light in his life is also in the past.When he is acquired by a new alpha, Crowley focuses his life on how to escape and seek that single light from his past.On the other hand, his new alpha doesn't seem happy with his new acquisition.Updates Saturdays every two weeks.",248348.0,37,350,230,26,9340
2464,CURSED,makiyan,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",A Good Omens mini fancomic.Crowley and Aziraphale are enjoying some quiet time at Crowley's... when something from the void comes out to attack them unexpectedly.,17.0,1,14,230,33,1619
2465,Lay Hold Upon Him,Fyre,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","After the Apocalypse-that-wasn't, Aziraphale and Crowley are trying new things.Wherein an angel takes a demon's hand to cross the road",996.0,1,27,230,10,1107
2466,Like a Good Neighbor...,PrincessDianaArtemis,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale and Crowley have a great view of each other's homes - but have never even introduced themselves.A chance meeting, a leaky roof, and an oncoming storm changes all that.",2940.0,1,24,230,13,1279
2467,No rest for the wicked,ComfortingAngel,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley has been napping, which he loves to do. But he's woken up restless and amorous, so allows his mind to be creative so he can relax again...",1390.0,1,11,230,25,2994
2468,A long damp (k)night,Phoenix_Soar,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","It’s not that Crowley begrudges Aziraphale his mortal acquaintances, Heavenly duties* or endearing hobbies. But on occasion, he can’t help but wish that he can have a fraction of the time Aziraphale spends on all that instead.After Aziraphale's emphatic refusal to strike an Arrangement with Crowley, the Demon seeks out the Angel later that night, with another offer.",6673.0,1,38,230,21,3000
2469,On the Revolution of Heavenly Bodies,forthegreatergood,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","After Eden, an angel and a demon are left to figurea few thingseverything out for themselves.",20219.0,2,29,230,51,2107
2470,Come To Yours,hope_in_the_dark,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Obligatory ""Good Omens: Lockdown"" ficlet. This is what happens after the end of the phone call.",932.0,1,54,230,25,959
2471,Blinded,JuliaJekyll,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",A blindfolded tasting of the various cakes Aziraphale has baked during lockdown leads to something a bit more...interesting.,2121.0,1,33,230,13,1814
2472,small mercies,iiastriferii,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","They lock eyes, and Aziraphale knows then that there are far better ways to spend his evening.It's 1955. An angel and demon run into each other, and decide to indulge a bit.",2311.0,1,15,230,32,2823
2473,Passionate About Books,redundant_angel,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']",Aziraphale is very passionate about his books.Now with a Drunk Storytime reading by Quefish!!,1125.0,1,58,230,22,1049
2474,Fourteen Dreams,Ira_Dunfort,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Follow the Archangel Gabriel as he repeatedly enters into the dreamworld of the demon Prince Beelzebub. There will be cake and kisses, dinnerappointmentsdates, paperwork, a dragon, and so much more.Updated daily starting 1st of February until Valentine's Day.",28742.0,14,125,230,25,2852
2475,blame it on the [croissant],goosewriting,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Not to say they’ve never exchanged kisses before. Aziraphale actually invented la bise— the French custom of kissing a companion on both cheeks as a form of greeting— as an excuse to peck Crowley twice every time they’d meet and receive two kisses in return. The kissing-related inventions that Crowley is credited for are often classified as more diabolical, but he is only truly to blame for the advent of the ever-polite knuckle kiss, which he created as a method by which he could both hold and kiss Aziraphale’s hand.(Did he create French kissing? By no means. Was he present when it happened for the first time? Well, who can say, really?)However, this is the first time they kiss. As in, for truly, unabashedly romantic purposes, on the mouth. Clear intentions. Nervous movements. The whole shebang.-------Crowley and Aziraphale have been dancing around some pretty big admissions for six-thousand years. The idea that those admissions could be forced out by some pastry-related mess and a tea stain is pretty absurd, and yet... here we are.",3156.0,1,19,230,19,1127
2476,There's a first time for everything,Mraowface,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley struggles with physical intimacy.  He's been repressing his sexuality for a mere 6,000 years...",6219.0,9,63,230,27,3351
2477,We Defy Augury,D20Owlbear,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale is maudlin after the Flopocalypse. Things haven’t really seemed to change even though it felt like itshould have. Was he right to fret? Crowley had become even more secretive and suddenly disappeared from his life! Did that mean something? Of course it did, butwhatwas the question…Aziraphale drinks some, Crowley pops in then leaves just as quickly, so Aziraphale follows him and finds something out, and is pleased to be the one doing the saving this time.",6505.0,1,35,230,23,2222
2478,[C] Through and Thorough,OneofWebs,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale wonders just why he hasn't seen Crowley recently, and the answer to his question is not a pleasant one. While clearly not himself, a snake Crowley uses Aziraphale's body for his own pleasure, his own gain. He just can't seem to get deep enough. Can't seem to find what he wants. Aziraphale couldn't have ever fathomed the pain of just what Crowley intends to do to him.Warning: Graphic Depictions of Rape",5660.0,1,27,230,32,5377
2479,Vicious,JuliaJekyll,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley can't take it anymore. Neither can Aziraphale, as it turns out.",1983.0,1,28,230,26,1837
2480,(15. Legend) / The Cryptids of Soho,Mothfluff,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","My attempts at an October Challenge, basically using the original Inktober prompts for drabbles.(Each prompt will be posted as part of a series, not chapters, so I can add tags/characters/ratings/trigger warnings for each instead of the whole she-bang)Prompt 15 - Legend“Aha!” Crowley hollers, and the finger keeps pointing. “I might be in medieval legends, angel, but at least I didn't brand my liminal space with my own goddamn name! At least I don't go around in a century old costume to have people gossip about me being some kind of ghost shopkeep!”“At least my legends are nice stories.” Aziraphale tries to counter. It doesn't do much, as Crowley is already laughing with absolute victory as he falls back on the couch.Anathema leans over to Newt to place a kiss on his cheek – he is pretty unaware what for, but he enjoys it nonetheless.The evening's entertainment has been sorted.",1590.0,1,13,230,23,1050
2481,The Conscience of the Queen,senseofenterprise (the_boleyn_treatment),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Five years have passed since Aziraphale first boarded theBentleyand found love and a family. Five years since he abdicated his throne and decided to live his happily ever after on the arm of Captain Anthony Crowley and surrounded by his beloved crew. Now that Adam is old enough to take over as Captain, Anthony and Aziraphale are looking forward to a peaceful retirement (or they would be if they could agree on what to do). All is set for a happy ending until King Gabriel's widow reappears with a secret and a plot for revenge.The story of what happens after.",20079.0,4,84,230,21,2718
2482,Good Omens: The Bachelor Party,Writer_of_Words88,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Anathema Device and Newton Pulsifer are tying the knot!They decide to invite the angel and demon duo to join in their celebration, but there is a problem. Newt doesn't have many friends he can count on to throw him a bachelor party, so Anathema decides to help her future husband. And does so by asking the ineffable pair to plan the festivities.  What could go wrong?--""Oh, thank you so much. I was really worried. I mean asking a demon and an angel to throw a bachelor party for your spouse sounds crazy, but less so than any of his other options. Just try to keep it casual, okay?"" Anathema said.""Oh, um..."" Had Aziraphale heard her properly?--",22394.0,9,62,230,27,3306
2483,Hedonist in a Heatwave,unclejesse,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Midday, in Crowley's flat, sometime shortly after Armageddidn't. A bespectacled demon can be seen lounging on a white, leather sofa. He is immobilized due to an unwavering and very un-English heatwave.Enter the waistcoat-wearing hedonist.",2678.0,1,6,230,18,2247
2484,a nightcap,stephenssupreme,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Aziraphale and Crowley decided to explore their unspoken thing,5251.0,2,14,230,17,3494
2485,Slipping into Domesticity,miharu,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",It started with a book. Because of course it did.,2105.0,1,22,230,26,1142
2486,A Home in the Very Heart of You,shouldbeover,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Crowley and Aziraphale make love in a way that only they can.,516.0,1,9,230,19,3011
